,logFC,logCPM,F,PValue,FDR
WBGene00044026,-0.365517415,5.642478473,17.36303107,0.000631958,0.00760028
WBGene00044027,-0.530503029,0.935550316,3.241298796,0.089368698,0.284206971
WBGene00044028,0.234811582,1.401924857,0.500444123,0.488781457,0.727549392
WBGene00044029,-0.006197291,3.681697249,0.002924279,0.957497363,0.984047357
WBGene00044032,0.311482066,-0.412259897,0.202678981,0.658190517,0.838072034
WBGene00044034,0.49741431,0.251168754,1.613748378,0.22088356,0.481867312
WBGene00044035,-0.830210669,0.683104435,8.829714272,0.008479338,0.056264914
WBGene00044044,-3.22526769,0.847137342,58.621663,6.12E-07,2.71E-05
WBGene00044045,-0.377088732,1.913187783,6.473531316,0.020826044,0.107751171
WBGene00044049,-0.033610069,5.826114771,0.209300803,0.653042721,0.835762204
WBGene00044061,-0.084458243,5.00765041,1.051304921,0.319413528,0.586907677
WBGene00044063,0.134244614,5.06423555,2.48659258,0.13303602,0.361350071
WBGene00044065,-0.245356426,0.733043024,1.103467716,0.308044234,0.575392145
WBGene00044066,0.326335748,-0.088081311,0.7104615,0.410860688,0.667540454
WBGene00044067,0.435011689,1.8150475,2.024419818,0.172674661,0.420218503
WBGene00044068,-0.087450287,6.807071305,0.961170227,0.340483751,0.605954871
WBGene00044069,0.032514984,5.175998094,0.13921299,0.713623711,0.865486065
WBGene00044070,-0.005066055,5.314456537,0.002999653,0.956953661,0.983875121
WBGene00044071,0.082473103,5.544534478,0.987718864,0.334079094,0.6012141
WBGene00044072,0.013126117,5.369432503,0.040338367,0.843176588,0.930711791
WBGene00044073,0.013034149,3.948858526,0.012805035,0.91121469,0.963989117
WBGene00044077,0.03037784,6.766109964,0.173712575,0.68198913,0.850403242
WBGene00044078,0.4700664,5.360143386,19.18602956,0.000398083,0.00518331
WBGene00044079,-0.230938521,6.932001266,9.386355955,0.006958776,0.048182791
WBGene00044082,0.471239279,2.660932547,5.324509049,0.033719933,0.150313524
WBGene00044091,-0.453045923,2.18565612,4.8087412,0.042345324,0.174040964
WBGene00044092,-0.912853733,0.145975246,4.880358145,0.041007826,0.170477746
WBGene00044094,0.045954825,4.24294981,0.29006882,0.59707942,0.800308037
WBGene00044099,0.108575731,-0.450701533,0.045091256,0.834332773,0.927022199
WBGene00044107,-1.47231743,1.519651637,27.69017559,6.12E-05,0.001147621
WBGene00044112,-0.245426794,0.700956464,0.903350989,0.35505179,0.618736236
WBGene00044117,1.61381677,-0.183045552,10.50155826,0.004751658,0.03610961
WBGene00044120,-0.409910954,3.016783368,6.31729569,0.022194232,0.112816136
WBGene00044127,-0.712820468,0.024411284,6.438891684,0.021120901,0.108810559
WBGene00044131,0.070549977,3.44167154,0.455710385,0.549507842,0.770235772
WBGene00044132,0.14965852,1.141122001,0.411146655,0.529841318,0.757095286
WBGene00044134,-0.070606386,6.20684368,0.832569174,0.37414486,0.636173566
WBGene00044135,0.18409652,0.226064014,0.408953145,0.530928267,0.757528055
WBGene00044138,-0.174866229,0.035674118,0.229237307,0.638120669,0.827011692
WBGene00044143,-0.10639063,5.247524527,1.087426246,0.311480144,0.578912166
WBGene00044144,-0.136425842,3.975365391,1.405110195,0.251991112,0.518729432
WBGene00044147,0.387890687,1.164259708,0.476522688,0.499212628,0.734403103
WBGene00044150,0.418612034,0.519836053,1.757183865,0.202316463,0.460108469
WBGene00044151,-0.63947482,0.010676744,2.83059711,0.110549986,0.323523909
WBGene00044166,0.192091856,0.204350828,0.312087867,0.583603195,0.792209818
WBGene00044167,-0.090928306,1.908576326,0.33195223,0.571975561,0.785919491
WBGene00044169,0.005821357,0.619563833,0.00046691,0.989154932,0.996691679
WBGene00044176,-0.103814536,5.762497643,1.072784382,0.314662663,0.58218732
WBGene00044180,-0.400803682,0.071664008,0.439846133,0.515988674,0.747397088
WBGene00044181,-0.616388907,0.130859434,2.795163829,0.112643327,0.327035815
WBGene00044182,0.354291265,-0.398871175,0.680391678,0.42074629,0.675132336
WBGene00044187,0.16937096,2.037348714,1.02153219,0.326165537,0.5945649
WBGene00044188,0.203346617,2.272981002,1.441561002,0.246163876,0.511602881
WBGene00044191,0.074876078,4.578184236,0.519336666,0.480806594,0.721832504
WBGene00044198,0.703618277,-0.222005625,3.866303324,0.065618746,0.232051454
WBGene00044200,-0.572819993,2.251846232,5.794301636,0.027578919,0.131255728
WBGene00044201,4.01695012,2.672476911,10.5794896,0.005691785,0.041201472
WBGene00044204,0.282414192,2.149341296,3.461873295,0.079986252,0.265467872
WBGene00044205,0.17247315,2.175506124,1.164382744,0.295460689,0.563545184
WBGene00044206,0.720679352,2.556913227,6.064055638,0.02463534,0.120981143
WBGene00044210,0.385601019,1.993037068,5.180364769,0.035908427,0.156684762
WBGene00044211,-0.383863668,1.020066653,3.091859822,0.096466146,0.297935284
WBGene00044213,-0.079028702,-0.380103646,0.027441216,0.870361094,0.945283188
WBGene00044221,0.314492012,2.28704559,2.078220271,0.167376537,0.412871621
WBGene00044228,-0.018530218,-0.084037039,0.00325258,0.95517758,0.983406755
WBGene00044232,0.32206995,0.424269417,0.64459242,0.433008923,0.686110356
WBGene00044233,0.104948397,2.971501978,0.893872793,0.357525103,0.620851325
WBGene00044236,0.164276643,3.252518135,2.243040899,0.152346164,0.391731832
WBGene00044238,0.231027917,-0.077755429,0.297818355,0.592262317,0.797540939
WBGene00044239,0.031261774,0.748060131,0.010859253,0.918210146,0.967121497
WBGene00044241,-0.376147994,1.923938463,3.861781839,0.065761781,0.232398512
WBGene00044245,0.988355333,-0.036573927,3.586904572,0.07518319,0.254390565
WBGene00044249,0.852546399,-0.177411498,1.11885732,0.304796818,0.572168096
WBGene00044251,-0.526064736,0.523893639,2.746873038,0.1155731,0.332413466
WBGene00044258,0.093113047,0.798921033,0.09771809,0.758344097,0.89010124
WBGene00044260,0.07377514,5.706426733,0.238695699,0.631321276,0.822391724
WBGene00044278,0.419314951,-0.053771752,1.643721249,0.216829845,0.477650801
WBGene00044280,-0.116039007,1.104876012,0.176739967,0.679396053,0.848951106
WBGene00044281,0.020925142,0.489251485,0.004531605,0.947105631,0.98106821
WBGene00044283,-0.654817586,1.225674551,8.689982654,0.008917766,0.058425075
WBGene00044287,-1.58292385,1.234294554,32.89385303,2.32E-05,0.000532164
WBGene00044289,-0.396845788,2.796284033,6.238614413,0.022921851,0.11523853
WBGene00044290,-0.078097573,0.305782341,0.06438059,0.802710186,0.912382432
WBGene00044291,-0.21972201,3.142699482,2.406720101,0.139022309,0.37000903
WBGene00044292,5.691839107,0.155677153,40.07976511,1.74E-05,0.000419581
WBGene00044294,-0.359066274,5.206973039,12.41907777,0.002566452,0.022596007
WBGene00044295,0.021521847,2.150553056,0.013686768,0.908223011,0.96293988
WBGene00044296,-1.419705202,5.042221016,183.2483282,1.33E-10,3.69E-08
WBGene00044297,-0.176190512,2.096172419,0.750459698,0.398255844,0.656974808
WBGene00044299,-0.380308006,0.126413872,1.591527201,0.223951698,0.485444811
WBGene00044300,-0.284915908,0.415245398,0.862708261,0.365836042,0.628908175
WBGene00044301,-0.049875226,3.054917414,0.075913231,0.786197171,0.904538695
WBGene00044303,-0.172642589,2.951941846,1.694313763,0.210200298,0.470195065
WBGene00044304,0.013640853,2.670896052,0.00960491,0.923061805,0.968997586
WBGene00044305,0.12543561,4.681741694,3.039247068,0.099122392,0.30308471
WBGene00044310,0.110626647,1.958904669,0.371557231,0.55012591,0.770580387
WBGene00044311,-0.180454821,3.24594676,1.689583937,0.210809052,0.471021398
WBGene00044312,0.114925124,-0.404917418,0.090390856,0.779843012,0.901378604
WBGene00044313,0.258925369,2.59859281,1.747005774,0.203567059,0.462087712
WBGene00044316,1.229970906,3.608081532,13.46064521,0.001871382,0.017853656
WBGene00044318,-0.026096706,4.116770584,0.079491629,0.78135223,0.902331383
WBGene00044319,0.091325441,4.118679977,0.996858677,0.331913613,0.599870543
WBGene00044321,-0.165754686,6.369342795,5.907071665,0.026302044,0.126634293
WBGene00044322,0.1184757,2.969818549,0.497683957,0.48996564,0.728638486
WBGene00044323,0.207484815,2.603069966,1.971563166,0.178083678,0.426858859
WBGene00044324,0.015734607,4.511269452,0.02647644,0.872638836,0.946193422
WBGene00044325,0.169492615,4.163281567,2.237183794,0.152851173,0.392298524
WBGene00044326,0.014797047,4.036638822,0.020982802,0.886509899,0.952144301
WBGene00044329,0.103736329,4.066387239,1.11646721,0.305298067,0.572364759
WBGene00044330,0.069162504,5.619871519,0.597067377,0.450189023,0.699170322
WBGene00044331,-0.702333987,1.282854666,12.18195685,0.002762632,0.023873379
WBGene00044332,-0.64023604,2.705950673,19.29618733,0.000387431,0.005085737
WBGene00044338,-0.006289179,0.127686403,0.000178903,0.989482184,0.996732624
WBGene00044341,0.25754107,1.575813626,1.733860787,0.20519671,0.463845066
WBGene00044342,-0.179359274,3.399247618,3.948804337,0.063071444,0.225408474
WBGene00044344,0.012468232,4.126994511,0.018787402,0.892569606,0.955310137
WBGene00044345,0.065483146,3.330376708,0.378936654,0.546233878,0.768331036
WBGene00044347,-0.005885056,-0.381425016,0.000151413,0.990323899,0.997274264
WBGene00044348,0.172180933,1.987923404,0.378598879,0.54641087,0.768331036
WBGene00044349,0.087914316,0.891233191,0.210194406,0.679163926,0.848951106
WBGene00044350,0.63536115,0.866600553,4.730377356,0.043866759,0.178072008
WBGene00044353,0.80185039,1.592199947,8.374522695,0.010005047,0.063600689
WBGene00044354,0.212688179,1.986394737,0.502194551,0.488033039,0.726808632
WBGene00044355,0.235442811,0.899887508,1.192499922,0.30719842,0.574515357
WBGene00044360,-0.700046269,1.89438221,9.980442714,0.0056659,0.041055111
WBGene00044363,0.038744673,0.38338137,0.012903723,0.910874764,0.963989117
WBGene00044367,0.566868019,1.397356799,7.912677826,0.011878248,0.071558373
WBGene00044373,-0.172850224,-0.249759927,0.113287397,0.740504317,0.880130832
WBGene00044380,0.619387551,0.211875893,3.012553317,0.100503214,0.305472435
WBGene00044382,0.898031973,0.618754553,10.93087809,0.004122255,0.032414392
WBGene00044383,0.450734994,-0.138364312,0.648806814,0.431536216,0.685372246
WBGene00044386,0.65768045,-0.47831732,1.840366595,0.192450377,0.446309948
WBGene00044387,-0.403478394,2.499859837,10.39795216,0.004919313,0.036970209
WBGene00044389,-0.306399711,5.055842801,8.091757401,0.011108415,0.068387064
WBGene00044395,-0.68368786,-0.578623163,2.828165903,0.110692125,0.323571898
WBGene00044396,-0.112112688,4.559834353,0.584090259,0.455072491,0.702507709
WBGene00044401,0.165679702,3.46797815,2.084866066,0.166736104,0.41192288
WBGene00044403,-0.605268342,2.750395598,10.51758928,0.004726296,0.035973467
WBGene00044406,-0.118364102,2.932889198,0.560336881,0.464239814,0.70975455
WBGene00044409,-0.450021605,-0.407394533,0.662669298,0.426747533,0.680552954
WBGene00044410,0.301628045,2.207422481,2.63388606,0.122792429,0.344398662
WBGene00044411,0.180281405,1.046019217,0.496937126,0.490286903,0.729041432
WBGene00044413,-0.356141124,1.45958792,3.567047095,0.075922935,0.256085688
WBGene00044414,-0.510983373,-0.582051445,0.601092495,0.448691657,0.698317661
WBGene00044418,0.006663548,4.739086777,0.006962032,0.934466183,0.974966445
WBGene00044420,0.066732331,3.240237797,0.243089745,0.628219633,0.820219858
WBGene00044421,-0.285460149,2.56576793,3.001897488,0.101060791,0.306562875
WBGene00044423,-0.264680146,2.333064436,3.714332229,0.070632004,0.243888253
WBGene00044428,-0.185039992,0.590657648,0.481130159,0.497173437,0.733485055
WBGene00044431,0.023727672,2.384263344,0.027082925,0.871202101,0.945718767
WBGene00044433,-0.148639735,2.185453281,0.405205256,0.53279509,0.758921412
WBGene00044434,0.185469951,0.062048928,0.199662665,0.660569234,0.839332048
WBGene00044435,-0.334265517,2.168224511,2.245773575,0.152111246,0.391290351
WBGene00044437,0.345202253,1.817291083,2.91469541,0.105764614,0.314925167
WBGene00044438,0.101022199,2.211395862,0.175237592,0.680679581,0.84970286
WBGene00044440,0.030544667,3.964499484,0.084611205,0.77462186,0.898531108
WBGene00044442,-0.19723183,1.459058696,1.001298835,0.330868753,0.598695215
WBGene00044443,-0.319627125,3.788907503,0.38925902,0.540877302,0.764273973
WBGene00044444,0.688302404,-0.491622072,2.62415297,0.123439309,0.345544228
WBGene00044445,0.335216475,0.283729346,1.763393534,0.20155824,0.458930022
WBGene00044452,-0.075015554,2.147899541,0.268620385,0.610862732,0.809271662
WBGene00044453,-0.146713457,-0.202774608,0.203980798,0.66749646,0.84270047
WBGene00044455,-1.736632905,3.596190584,141.2507694,1.02E-09,1.49E-07
WBGene00044457,-0.550214053,1.083581462,3.059214586,0.098104209,0.301262373
WBGene00044459,-0.440911882,2.003217762,5.675227743,0.029004689,0.136119155
WBGene00044464,0.79874562,1.505876987,8.802309166,0.00856337,0.056639405
WBGene00044466,-0.381831815,2.259918676,5.104809091,0.037120447,0.159676319
WBGene00044467,-0.165376189,4.768438853,3.05605376,0.098264556,0.301386233
WBGene00044468,-0.41507871,1.895134892,4.669233065,0.045097728,0.181108334
WBGene00044469,0.195230547,2.857650898,1.074532051,0.314280435,0.581902653
WBGene00044471,5.591223862,3.197424208,91.05753744,2.76E-08,2.31E-06
WBGene00044477,-0.122833242,0.029467808,0.11835167,0.734999642,0.877615128
WBGene00044478,-0.121678708,2.009790543,0.596545024,0.450383938,0.699189129
WBGene00044479,2.664530771,0.356434828,19.17033137,0.000399628,0.00519875
WBGene00044481,1.466257099,1.789247791,59.80990834,5.35E-07,2.44E-05
WBGene00044482,-0.05169808,1.039731605,0.066808093,0.79911018,0.910945071
WBGene00044483,-0.076263691,3.325437083,0.333892999,0.570864757,0.785337556
WBGene00044484,-0.450461808,2.646114569,6.558555221,0.020121967,0.10565491
WBGene00044485,0.246886318,0.888834464,0.790482856,0.386221722,0.647216142
WBGene00044487,-0.018399305,0.407889971,0.004966061,0.944632334,0.97943849
WBGene00044488,-0.399257576,1.246890362,2.677978118,0.119912521,0.339063817
WBGene00044489,0.301108786,1.26939694,1.614864154,0.220730927,0.481867312
WBGene00044490,0.733392054,0.849597045,4.062705677,0.059741357,0.217804214
WBGene00044491,0.288658548,-0.289546052,0.814975404,0.379124285,0.640208475
WBGene00044492,0.692903643,1.700605473,6.277552855,0.022558417,0.113987651
WBGene00044493,0.020872348,4.424571405,0.02640607,0.872806629,0.946193422
WBGene00044495,-0.263923209,2.123007506,1.995297567,0.175629213,0.42411523
WBGene00044500,0.222748352,2.792139076,1.337304281,0.263322013,0.532523391
WBGene00044504,0.147030389,1.78765482,0.484228301,0.495810443,0.732441551
WBGene00044508,-0.412416028,2.917452242,9.768663692,0.006092866,0.043539359
WBGene00044509,0.083113057,3.103038394,0.269941812,0.609993478,0.808563567
WBGene00044510,0.614098891,1.128683969,5.323344071,0.033736996,0.150343341
WBGene00044512,0.037898914,2.859685935,0.044723918,0.834998357,0.927193026
WBGene00044513,-0.612018968,2.825848433,11.82601915,0.003089566,0.025910873
WBGene00044514,-0.052865175,0.596968512,0.039414316,0.844958122,0.931474893
WBGene00044527,1.181438633,3.047639863,82.08220036,5.85E-08,4.16E-06
WBGene00044528,-0.324491413,0.157708666,1.424072633,0.264875479,0.533726978
WBGene00044530,0.498418231,-0.216251158,1.46090108,0.24314346,0.509563994
WBGene00044531,-0.419242123,0.440695249,1.581932479,0.225293366,0.486797594
WBGene00044533,-0.078321408,0.321825217,0.057294802,0.813653287,0.917629908
WBGene00044534,-0.080643057,2.970575655,0.222802843,0.64284627,0.830240455
WBGene00044536,0.735471339,2.041199108,8.553986419,0.009369222,0.060696812
WBGene00044542,0.271081559,0.81159579,0.158420816,0.695512087,0.855270357
WBGene00044544,0.243487313,1.982504956,1.971867152,0.178051973,0.426853465
WBGene00044546,0.979791008,0.128522859,7.112680663,0.016144174,0.090367464
WBGene00044547,0.458733366,0.394457666,2.345809341,0.143808092,0.379276134
WBGene00044551,0.056195004,1.27101973,0.042292898,0.839477155,0.928940483
WBGene00044553,-0.284507235,4.865093968,6.940127742,0.017278072,0.094774342
WBGene00044554,-0.728724954,0.42622454,2.713921037,0.117624706,0.335630251
WBGene00044556,-0.474477323,2.751457793,10.32846008,0.005035497,0.037673942
WBGene00044557,-0.09047495,1.252713147,0.137906926,0.714906151,0.866111014
WBGene00044562,-0.237555017,0.276597453,0.53047919,0.476206727,0.718724004
WBGene00044568,0.250389254,4.023696856,2.722312225,0.117098154,0.334975611
WBGene00044570,0.071274791,2.095872591,0.221668112,0.643688345,0.830661753
WBGene00044574,1.04441618,0.322733637,7.741162511,0.012672649,0.075267224
WBGene00044575,0.217471992,-0.007652056,0.294006975,0.594621106,0.799151355
WBGene00044578,0.372204986,2.185313985,3.716067482,0.070572289,0.243740137
WBGene00044582,0.318731294,2.107792825,2.599331188,0.12510766,0.348263584
WBGene00044584,-0.249861779,0.762559472,0.838051363,0.372613015,0.635283272
WBGene00044586,-0.014940812,1.10537721,0.002312452,0.962200185,0.986134715
WBGene00044588,-0.061661398,1.014239035,0.042062552,0.839908436,0.928943987
WBGene00044602,0.002315697,-0.311370632,4.95E-05,0.994468247,0.998768701
WBGene00044603,0.018701606,-0.024107617,0.002845963,0.958069784,0.984304438
WBGene00044604,0.136378455,2.325519335,0.860233183,0.366508127,0.629466197
WBGene00044605,0.542163558,2.106987504,12.9989707,0.002149344,0.01986498
WBGene00044607,-0.155918903,0.680297986,0.35929467,0.556713342,0.775087881
WBGene00044608,0.077202913,3.434825981,0.302790737,0.589214549,0.795839388
WBGene00044609,-0.092400147,3.002302021,0.505833176,0.486483605,0.725993246
WBGene00044612,-0.178723174,2.272123205,1.331862124,0.264260361,0.5333498
WBGene00044614,-0.081261538,1.679333788,0.281652751,0.602406675,0.803249783
WBGene00044615,-0.894331044,1.576603485,15.50531119,0.001040893,0.0113589
WBGene00044616,0.204440414,-0.287666089,0.254261966,0.620488807,0.81664915
WBGene00044617,0.328418236,1.205893106,2.218975282,0.15443428,0.394372086
WBGene00044618,0.058896383,1.944769233,0.130687445,0.722123506,0.871213274
WBGene00044620,0.376158377,0.83043539,2.069986507,0.168174216,0.414051923
WBGene00044623,0.147386048,2.310361733,0.043337803,0.837536,0.927816575
WBGene00044630,-0.126519603,1.769238359,0.277332007,0.605181746,0.804983374
WBGene00044631,-0.330698856,-0.099452693,0.791348285,0.385967572,0.647014696
WBGene00044636,0.315365308,3.396213612,8.446089983,0.009745816,0.062521634
WBGene00044637,-0.127753409,2.034562475,0.539224667,0.472648367,0.716038065
WBGene00044638,0.152387864,1.293567943,0.142166408,0.710748924,0.86432604
WBGene00044640,-0.290309412,4.507415835,5.767834487,0.027888773,0.132209946
WBGene00044643,-0.327802748,4.23393446,8.088703958,0.011121059,0.068406783
WBGene00044644,-0.868742843,0.146609376,2.037687831,0.171349013,0.41894384
WBGene00044646,-0.20103963,-0.041163122,0.224194202,0.641817355,0.829729833
WBGene00044648,-0.046997436,2.873946031,0.125458197,0.727494037,0.874028921
WBGene00044649,-0.125575662,0.428155453,0.245111107,0.636346686,0.826042294
WBGene00044650,-0.179151971,6.919694191,4.366197995,0.051819431,0.198773741
WBGene00044651,0.025642963,3.500184404,0.070854949,0.793261072,0.908613215
WBGene00044654,-0.037097512,1.613481173,0.020859602,0.886841117,0.952144301
WBGene00044658,0.08327153,0.198930384,0.065619286,0.800864291,0.911867166
WBGene00044659,0.725139516,0.500073368,0.865033546,0.365206272,0.628214495
WBGene00044661,0.357629059,0.510786019,1.410994377,0.2510383,0.517503135
WBGene00044663,0.861341931,1.101614332,8.702006559,0.008879049,0.058224061
WBGene00044666,0.075396662,2.378478759,0.156118741,0.697613097,0.856836088
WBGene00044667,-0.422311916,-0.152202593,1.13964598,0.300484282,0.568043075
WBGene00044672,0.312310942,2.534063931,5.023184652,0.038482952,0.163931495
WBGene00044675,0.064530838,3.186008792,0.251349642,0.622483075,0.817498067
WBGene00044676,-0.051312352,0.923255556,0.026014266,0.873745098,0.946644286
WBGene00044677,-0.082056905,2.111408683,0.14304278,0.709902495,0.863586583
WBGene00044678,0.060070677,1.232739974,0.030503047,0.863393307,0.940948552
WBGene00044679,0.009305867,0.070310196,0.000651086,0.979936819,0.993446784
WBGene00044681,0.209344465,0.646925575,0.429631654,0.52084226,0.750320124
WBGene00044684,0.312076164,-0.176768409,0.914467591,0.352182303,0.616106462
WBGene00044686,0.039369057,6.15724701,0.162991085,0.691393161,0.853049883
WBGene00044687,-1.399066534,0.020576716,5.025014346,0.038451787,0.163925687
WBGene00044689,0.017942212,6.167175565,0.029695885,0.86519376,0.942169219
WBGene00044690,-0.192538321,0.860718203,0.370299299,0.550794699,0.77092535
WBGene00044696,-0.417876379,5.730480681,11.02235759,0.004000617,0.031681386
WBGene00044697,0.745859843,5.033571152,32.61468185,2.44E-05,0.000552078
WBGene00044698,-0.19636371,6.236750555,3.97569775,0.062266102,0.223489843
WBGene00044699,0.01117515,3.228593702,0.011143426,0.917151035,0.967121497
WBGene00044701,-0.108934481,3.818344219,1.272377293,0.274812572,0.542069388
WBGene00044705,-0.077999152,0.809910566,0.071136759,0.792860518,0.90848937
WBGene00044707,3.14077753,-0.55822177,20.23220307,0.000308757,0.004245261
WBGene00044719,-1.37804637,0.278743151,23.13222052,0.000158529,0.00250302
WBGene00044720,0.21415275,4.902787406,3.606289242,0.07446919,0.252564359
WBGene00044723,1.191485383,0.024645819,9.761337781,0.006108272,0.043593922
WBGene00044724,1.137006206,0.383320721,1.671078813,0.213212424,0.473689168
WBGene00044725,0.001773551,0.017581631,3.09E-05,0.995627608,0.998797958
WBGene00044732,-0.216188789,1.839255752,1.104102356,0.307909378,0.575292906
WBGene00044734,-0.039028909,3.307698362,0.067042304,0.798766569,0.910912862
WBGene00044736,0.139701134,0.613746815,0.21181031,0.651117762,0.834949752
WBGene00044737,0.734829254,5.152346033,37.96850231,9.92E-06,0.000264741
WBGene00044738,1.220480865,-0.224451793,10.55506995,0.004667592,0.035643313
WBGene00044742,0.146384389,3.121472453,1.157444257,0.29685814,0.564893886
WBGene00044743,0.006184424,3.798713283,0.002640844,0.959607615,0.984758434
WBGene00044745,0.044408847,2.918835449,0.125827821,0.727110305,0.873906236
WBGene00044746,0.072380476,3.274960945,0.473773789,0.500436256,0.735604243
WBGene00044756,0.591023593,0.514768445,4.088971409,0.059002721,0.216263812
WBGene00044757,-0.302389809,1.878009053,1.811688753,0.195781915,0.450789882
WBGene00044759,0.508431263,2.342914286,7.436112435,0.014238947,0.082441399
WBGene00044760,-0.028598995,1.814351488,0.027187718,0.870955534,0.945530572
WBGene00044761,-0.468777534,3.991138196,28.53240701,5.19E-05,0.001011301
WBGene00044762,-0.146007262,5.204390236,1.916154261,0.183981974,0.434953796
WBGene00044767,-0.850924367,2.912896726,33.12860818,2.23E-05,0.000516378
WBGene00044770,0.305226309,3.428442709,5.844375137,0.027003401,0.129409154
WBGene00044771,-0.034738312,1.87152315,0.052525236,0.839024924,0.928817446
WBGene00044772,-2.12508124,-0.196027504,19.98500299,0.000327636,0.004470911
WBGene00044774,-0.33017917,2.799443976,2.668333313,0.120535487,0.340042882
WBGene00044776,0.353423655,0.569606752,2.118203914,0.163568684,0.407391202
WBGene00044779,-0.360699621,1.282206972,2.26392726,0.150561841,0.389156549
WBGene00044780,0.56609961,1.944980167,6.477524002,0.02079236,0.107615315
WBGene00044784,0.214713203,5.431786852,3.766414715,0.068865122,0.239418626
WBGene00044788,-0.565332176,-0.374961963,0.895323838,0.357144843,0.620662272
WBGene00044789,0.214077816,5.428935888,2.999555949,0.101183807,0.306748099
WBGene00044790,0.161438775,-0.292191748,0.148184017,0.704996028,0.860217432
WBGene00044792,0.119765688,2.026766767,0.438135397,0.516795822,0.747634216
WBGene00044794,-0.018730334,2.451747883,0.013406591,0.909162759,0.963268512
WBGene00044795,-0.048837447,3.048543019,0.111272072,0.742733186,0.88148324
WBGene00044797,-0.504423462,2.993775331,19.82440429,0.000340593,0.004608665
WBGene00044799,-0.067417349,-0.098302704,0.030828299,0.86267476,0.940910862
WBGene00044802,0.872802822,-0.600247997,2.034824961,0.171633981,0.419517568
WBGene00044807,0.293252349,2.322005019,5.225452426,0.035206821,0.15447086
WBGene00044811,0.318390306,1.355173804,1.444678035,0.245673781,0.511255183
WBGene00044891,0.051016851,3.220594685,0.191383926,0.667211568,0.842458716
WBGene00044894,-0.137499664,0.654034259,0.175505485,0.680450235,0.849507651
WBGene00044896,-4.321255434,0.432089684,116.5557622,4.41E-09,5.19E-07
WBGene00044898,-0.200192805,0.369976401,0.311898653,0.583716288,0.792209818
WBGene00044900,2.358636622,1.606633239,21.32774012,0.000238524,0.003488084
WBGene00044901,0.544891358,3.232493365,4.618254847,0.046154557,0.183907574
WBGene00044903,-0.067854381,1.529493451,0.109483141,0.744730639,0.882541866
WBGene00044906,-0.596060626,0.439708874,3.216625688,0.090496849,0.286410384
WBGene00044916,0.108901698,5.213204565,2.333614603,0.144790173,0.380678371
WBGene00044921,1.877658071,2.665842661,66.69167532,2.54E-07,1.33E-05
WBGene00044922,-0.819763371,2.578339838,23.13149165,0.000158555,0.00250302
WBGene00044924,0.057101268,1.18652897,0.093433407,0.763525823,0.893204409
WBGene00044949,0.085086036,3.540589231,0.485798563,0.495122116,0.731962767
WBGene00044977,-0.528870367,3.335594382,14.05618043,0.00157058,0.015462531
WBGene00044987,-0.052941882,1.158745874,0.034920211,0.853949711,0.935908825
WBGene00044988,0.997599596,-0.119354558,10.9998215,0.005369194,0.039517701
WBGene00044989,-0.030444934,6.980452208,0.233503677,0.635032494,0.82507539
WBGene00044990,0.216030896,-0.191248262,0.219923035,0.644988546,0.831303273
WBGene00044991,-0.247021462,0.177440685,0.63962037,0.434756684,0.687676694
WBGene00045013,-0.801697512,4.745962101,43.31318569,4.40E-06,0.000134915
WBGene00045048,-0.100008137,1.098372846,0.136519852,0.716275772,0.867303067
WBGene00045050,-0.163623145,2.248864262,0.576179962,0.458091967,0.704966421
WBGene00045052,0.520407661,1.100571371,6.772771089,0.018465011,0.099198996
WBGene00045053,0.057653561,1.882646348,0.118243726,0.73511558,0.877681248
WBGene00045056,-0.057955451,1.651603518,0.091914482,0.76539403,0.894018722
WBGene00045058,-0.350646142,2.647856513,2.904318421,0.10634154,0.316188265
WBGene00045063,0.089390124,3.465620609,0.374525239,0.548554138,0.770079538
WBGene00045078,-0.166320144,1.801133441,0.9047083,0.354699629,0.618736236
WBGene00045096,0.127010564,1.419238275,0.176900578,0.679259221,0.848951106
WBGene00045183,2.755454766,0.156386647,32.6872028,2.41E-05,0.000548463
WBGene00045190,0.024689206,1.383103671,0.010823926,0.918342786,0.967121497
WBGene00045192,-0.03535948,6.059813744,0.289291991,0.597566903,0.800480627
WBGene00045195,0.094144437,1.612215349,0.14899521,0.704230898,0.859831493
WBGene00045207,0.527884442,1.872835062,0.590114866,0.452794641,0.701256654
WBGene00045208,-0.110563273,5.402929558,0.32244091,0.577483339,0.788658556
WBGene00045210,0.116953541,0.007343034,0.154155886,0.6994188,0.85781798
WBGene00045212,0.290676472,0.772164473,1.406153835,0.251821772,0.518543767
WBGene00045215,-0.170341378,0.278656625,0.205893345,0.655679112,0.837253858
WBGene00045237,-0.255690216,3.031485733,4.823813259,0.042059719,0.173408095
WBGene00045245,0.145944276,1.633335227,0.308523851,0.585741072,0.79345198
WBGene00045246,-0.863266762,0.129496659,8.392003874,0.009941014,0.063325353
WBGene00045247,0.112714286,0.281571609,0.065110976,0.801619499,0.912215464
WBGene00045248,-0.080651851,1.287147898,0.133061904,0.719725206,0.869767985
WBGene00045249,0.060633905,2.416762065,0.172759656,0.682810865,0.850611088
WBGene00045250,-0.108990508,2.433592456,0.549400672,0.468563949,0.713350188
WBGene00045252,0.510502782,1.939375437,8.26932599,0.010400368,0.065417592
