WB_id,logFC_daf16,logFC_double,logFC_daf2
WBGene00219286,-1.489965195,-2.162931943,1.26785997
WBGene00219313,-6.60294747,-6.03225437,-0.037960947
WBGene00219378,-1.333524217,-1.388170942,0.067944812
WBGene00219423,2.017427666,1.958332558,1.063997004
WBGene00235332,-2.765401176,-5.29187975,-3.547804477
WBGene00235352,1.030865303,0.902902409,-0.532429598
WBGene00236809,-1.919382964,-1.103644349,0.839473533
WBGene00249817,0.462352908,0.427498813,0.708077168
WBGene00269355,1.299279365,1.257662317,-0.086780318
WBGene00269434,0.476775214,0.326814064,-0.843607182
WBGene00271414,-0.711674147,-0.770163372,0.522601286
WBGene00271812,1.315416058,1.364997541,-1.079133802
WBGene00271815,-1.742135937,-2.08433541,0.165852847
WBGene00271821,-1.327067329,-1.084610452,0.590118197
WBGene00284846,1.087514774,1.026939985,0.33596729
WBGene00303011,-0.47713623,-0.856506263,-0.828671765
WBGene00304825,-2.304184856,-1.8125142,0.610816364
