Kaplan down,Kaplan up,Tepper class I,Tepper class II,double_daf2_down,double_daf2_up,,
F42A6.5,M153.2,WBGene00017881,WBGene00006618,WBGene00008986,WBGene00008447,,
F57B9.3,cutl-14,WBGene00017806,WBGene00007677,WBGene00007650,WBGene00000176,,
B0284.1,F25G6.7,WBGene00016655,WBGene00011972,WBGene00018195,WBGene00016061,,
B0273.3,B0035.13,WBGene00021336,WBGene00017816,WBGene00018280,WBGene00007055,,
W01D2.1,K02E11.3,WBGene00000002,WBGene00003800,WBGene00019846,WBGene00001523,,
C54D10.12,aagr-1,WBGene00016531,WBGene00006473,WBGene00000779,WBGene00007728,,
F57F4.4,Y55F3BR.2,WBGene00017864,WBGene00015369,WBGene00044131,WBGene00010144,,
nnt-1,H20E11.1,WBGene00001491,WBGene00001028,WBGene00007071,WBGene00011212,,
cin-4,aex-4,WBGene00003163,WBGene00009588,WBGene00008681,WBGene00012330,,
puf-7,mlt-7,WBGene00012216,WBGene00009285,WBGene00020307,WBGene00003511,,
R06B9.5,ZK896.4,WBGene00023407,WBGene00022046,WBGene00000883,WBGene00005759,,
fipr-22,lips-15,WBGene00009964,WBGene00006976,WBGene00010566,WBGene00018314,,
F53C11.9,clec-205,WBGene00011935,WBGene00010500,WBGene00015479,WBGene00009523,,
ppw-1,K10D2.8,WBGene00000756,WBGene00001832,WBGene00000013,WBGene00012117,,
C13B7.6,cyp-13A2,WBGene00020566,WBGene00004166,WBGene00002012,WBGene00007724,,
C17G10.3,acl-7,WBGene00002269,WBGene00006492,WBGene00005644,WBGene00001537,,
F14D7.10,ugt-9,WBGene00007304,WBGene00004243,WBGene00009964,WBGene00001393,,
dct-3,F47B10.2,WBGene00000779,WBGene00000236,WBGene00003530,WBGene00018465,,
F13H8.11,lipl-5,WBGene00002118,WBGene00008131,WBGene00016697,WBGene00012921,,
sru-40,btb-21,WBGene00011927,WBGene00007740,WBGene00000073,WBGene00021678,,
egg-4,cnc-4,WBGene00007958,WBGene00020007,WBGene00020373,WBGene00020921,,
C27C7.1,C06E4.8,WBGene00010723,WBGene00044283,WBGene00015660,WBGene00013037,,
F28H1.4,cln-3.3,WBGene00020917,WBGene00000767,WBGene00008332,WBGene00003517,,
T15B7.10,C12C8.2,WBGene00001755,WBGene00019659,WBGene00007336,WBGene00004232,,
Y57G7A.8,cbn-1,WBGene00011584,WBGene00020701,WBGene00010001,WBGene00016704,,
T03F6.6,grl-21,WBGene00008832,WBGene00016534,WBGene00009600,WBGene00017687,,
C36A4.5,T28C12.2,WBGene00013516,WBGene00015905,WBGene00001764,WBGene00011167,,
egrh-2,vap-1,WBGene00011462,WBGene00010540,WBGene00001753,WBGene00006611,,
col-98,T28A11.19,WBGene00008110,WBGene00003157,WBGene00010614,WBGene00077757,,
col-138,clec-204,WBGene00010522,WBGene00022754,WBGene00019495,WBGene00010421,,
W09C5.9,R10D12.1,WBGene00018217,WBGene00012341,WBGene00077768,WBGene00008660,,
ZC196.1,C03D6.1,WBGene00015694,WBGene00015853,WBGene00012122,WBGene00007973,,
fipr-23,clec-227,WBGene00007036,WBGene00000095,WBGene00008485,WBGene00019213,,
T13A10.2,clec-86,WBGene00011874,WBGene00009595,WBGene00012531,WBGene00009895,,
R06A10.1,nas-6,WBGene00013091,WBGene00009141,WBGene00016274,WBGene00022615,,
Y73B3A.13,ugt-25,WBGene00002200,WBGene00017286,WBGene00021135,WBGene00015082,,
col-103,C49C3.9,WBGene00009802,WBGene00007248,WBGene00003990,WBGene00008625,,
ZK355.8,C32H11.3,WBGene00000273,WBGene00017339,WBGene00011074,WBGene00013080,,
skr-4,math-4,WBGene00009773,WBGene00002223,WBGene00015740,WBGene00017398,,
mps-2,C25F9.15,WBGene00022199,WBGene00011229,WBGene00000115,WBGene00010750,,
cyp-34A9,Y54G2A.45,WBGene00007364,WBGene00008774,WBGene00011984,WBGene00009394,,
R09D1.8,F42A10.6,WBGene00020509,WBGene00020678,WBGene00008336,WBGene00018269,,
try-10,Y46H3A.5,WBGene00016809,WBGene00021558,WBGene00007668,WBGene00009215,,
cyp-33C1,math-38,WBGene00016789,WBGene00003495,WBGene00012491,WBGene00010083,,
K04G2.7,F53C11.1,WBGene00009677,WBGene00019729,WBGene00007057,WBGene00009488,,
W08E12.8,F09B12.3,WBGene00017484,WBGene00013073,WBGene00003627,WBGene00012464,,
R07H5.11,str-112,WBGene00010810,WBGene00005023,WBGene00007405,WBGene00016758,,
R04B5.6,sams-1,WBGene00020941,WBGene00005012,WBGene00020169,WBGene00050967,,
Y68A4A.13,ZC168.2,WBGene00007404,WBGene00009634,WBGene00015052,WBGene00004989,,
C54F6.5,cth-1,WBGene00050904,WBGene00000871,WBGene00016685,WBGene00008356,,
col-94,T16G1.6,WBGene00019597,WBGene00017705,WBGene00019477,WBGene00021372,,
Y82E9BR.2,F57F5.1,WBGene00018056,WBGene00020453,WBGene00044574,WBGene00002259,,
ugt-43,fil-1,WBGene00009049,WBGene00006784,WBGene00010539,WBGene00015484,,
T12F5.2,K02E10.7,WBGene00001439,WBGene00011916,WBGene00017641,WBGene00002053,,
col-139,clec-225,WBGene00015865,WBGene00008400,WBGene00011869,WBGene00010238,,
F40E3.7,C44F1.1,WBGene00022814,WBGene00011340,WBGene00011124,WBGene00015050,,
frm-5,cnc-6,WBGene00015597,WBGene00019766,WBGene00000732,WBGene00001468,,
Y37H9A.5,Y62F5A.10,WBGene00022848,WBGene00000500,WBGene00008510,WBGene00009634,,
C36C9.5,str-7,WBGene00010183,WBGene00007538,WBGene00016716,WBGene00000109,,
W04E12.7,haao-1,WBGene00009858,WBGene00000254,WBGene00002133,WBGene00023489,,
nspc-20,H08M01.1,WBGene00012140,WBGene00019157,WBGene00004157,WBGene00016805,,
Y73B3A.4,T05E7.1,WBGene00019113,WBGene00008669,WBGene00012326,WBGene00010123,,
C56E6.2,T19D12.4,WBGene00018758,WBGene00003400,WBGene00000786,WBGene00043062,,
C54D10.8,F10C1.9,WBGene00001156,WBGene00008366,WBGene00011884,WBGene00219376,,
Y95B8A.2,ugt-47,WBGene00010216,WBGene00023409,WBGene00018273,WBGene00003813,,
T08B2.4,pcp-4,WBGene00000102,WBGene00008107,WBGene00012439,WBGene00009640,,
ftn-1,R186.6,WBGene00012399,WBGene00013360,WBGene00045183,WBGene00003677,,
T26H5.8,R07C12.2,WBGene00019550,WBGene00008852,WBGene00013906,WBGene00015278,,
T07F10.5,F23F12.3,WBGene00018051,WBGene00021193,WBGene00015731,WBGene00023502,,
T05F1.8,gst-8,WBGene00015402,WBGene00001600,WBGene00011401,WBGene00019590,,
T15B7.17,clec-51,WBGene00010236,WBGene00003413,WBGene00021583,WBGene00015711,,
col-144,ech-9,WBGene00017660,WBGene00019076,WBGene00010945,WBGene00013937,,
Y43F4A.4,F49E12.12,WBGene00011427,WBGene00003090,WBGene00019113,WBGene00007484,,
C36B7.8,C05D12.3,WBGene00011841,WBGene00022880,WBGene00018522,WBGene00008797,,
srx-67,daf-36,WBGene00016513,WBGene00007742,WBGene00009963,WBGene00015455,,
C47A4.1,F21F8.11,WBGene00015596,WBGene00004006,WBGene00016218,WBGene00011141,,
C18H2.2,Y59H11AR.4,WBGene00012118,WBGene00018166,WBGene00020941,WBGene00001814,,
grd-5,clec-172,WBGene00021156,WBGene00006911,WBGene00001750,WBGene00006679,,
cyp-35B1,K04G7.1,WBGene00019975,WBGene00004180,WBGene00011894,WBGene00011938,,
gst-15,nhr-37,WBGene00015561,WBGene00013698,WBGene00009787,WBGene00015701,,
Y75B7B.2,F55G1.15,WBGene00001444,WBGene00000122,WBGene00001542,WBGene00008199,,
ins-27,clec-40,WBGene00020703,WBGene00043707,WBGene00007363,WBGene00022013,,
gst-41,clec-165,WBGene00012164,WBGene00015881,WBGene00017233,WBGene00017341,,
glh-4,clec-54,WBGene00044988,WBGene00018925,WBGene00022471,WBGene00008366,,
cdr-2,F07C4.12,WBGene00000108,WBGene00013438,WBGene00017246,WBGene00003958,,
T28C12.5,fbxa-136,WBGene00021772,WBGene00013233,WBGene00016594,WBGene00000754,,
T10B5.8,cln-3.1,WBGene00020735,WBGene00000262,WBGene00002258,WBGene00008051,,
Y54G2A.46,C45E5.1,WBGene00020865,WBGene00077490,WBGene00008335,WBGene00010512,,
clec-49,tre-5,WBGene00008246,WBGene00016737,WBGene00045252,WBGene00000172,,
K08D12.6,F53F1.6,WBGene00000712,WBGene00001230,WBGene00015355,WBGene00020662,,
R09D1.2,ZK673.1,WBGene00017840,WBGene00045479,WBGene00007929,WBGene00007153,,
F23F12.12,F27E11.1,WBGene00010422,WBGene00022752,WBGene00001438,WBGene00016204,,
Y59A8B.8,rps-14,WBGene00013090,WBGene00045490,WBGene00019232,WBGene00016314,,
Y19D10A.11,F36G9.3,WBGene00021161,WBGene00017452,WBGene00044338,WBGene00022093,,
C02F12.5,F28H7.2,WBGene00016697,WBGene00020507,WBGene00013077,WBGene00021117,,
cyp-34A10,ZK550.2,WBGene00012034,WBGene00011036,WBGene00017501,WBGene00021176,,
F13E9.8,clec-26,WBGene00013986,WBGene00011747,WBGene00000551,WBGene00000003,,
Y6G8.2,F53H8.3,WBGene00007525,WBGene00007282,WBGene00008731,WBGene00010834,,
frm-1,pcp-3,WBGene00001789,WBGene00003522,WBGene00018877,WBGene00002273,,
ttr-29,btb-13,WBGene00000677,WBGene00009985,WBGene00014826,WBGene00009429,,
F39E9.7,B0348.2,WBGene00015355,WBGene00014223,WBGene00008462,WBGene00001729,,
dct-16,F21H12.7,WBGene00010049,WBGene00020120,WBGene00017881,WBGene00017553,,
F20E11.17,B0554.5,WBGene00017747,WBGene00001584,WBGene00011596,WBGene00020849,,
K07B1.4,R05G9R.1,WBGene00011596,WBGene00012231,WBGene00019885,WBGene00012583,,
C28A5.2,Y40H7A.10,WBGene00017509,WBGene00019658,WBGene00000273,WBGene00013257,,
dod-3,T22B11.1,WBGene00008992,WBGene00006586,WBGene00009339,WBGene00022505,,
R53.5,W02B12.1,WBGene00018739,WBGene00012450,WBGene00002188,WBGene00019369,,
cpt-3,T28A11.16,WBGene00015219,WBGene00009179,WBGene00003096,WBGene00044687,,
cyp-25A2,C35A11.4,WBGene00004902,WBGene00015023,WBGene00000616,WBGene00008224,,
dhs-20,T25B6.2,WBGene00007737,WBGene00000213,WBGene00021540,WBGene00019819,,
Y48G1BL.1,F44G3.2,WBGene00007132,WBGene00006718,WBGene00003769,WBGene00001754,,
Y47H10A.3,C31H5.6,WBGene00007414,WBGene00009012,WBGene00000212,WBGene00012445,,
C43E11.5,clec-265,WBGene00007024,WBGene00003707,WBGene00012959,WBGene00010118,,
R102.1,C55B6.1,WBGene00009876,WBGene00043156,WBGene00007054,WBGene00000802,,
K02E2.7,clec-64,WBGene00020786,WBGene00015128,WBGene00000977,WBGene00019547,,
cya-2,F41H10.2,WBGene00016101,WBGene00004221,WBGene00019332,WBGene00007450,,
K06B9.4,galt-1,WBGene00018249,WBGene00008923,WBGene00000971,WBGene00015965,,
lips-17,mltn-13,WBGene00007200,WBGene00019433,WBGene00016693,WBGene00010513,,
F42G4.6,C09F12.2,WBGene00021768,WBGene00009744,WBGene00008515,WBGene00017861,,
stdh-2,K08D10.9,WBGene00019298,WBGene00016420,WBGene00011493,WBGene00007949,,
F40G12.5,C34H4.1,WBGene00021445,WBGene00021464,WBGene00016046,WBGene00018990,,
K01A2.3,aat-6,WBGene00010356,WBGene00009943,WBGene00003982,WBGene00045013,,
sup-35,T16G12.1,WBGene00011832,WBGene00006977,WBGene00005108,WBGene00270321,,
F15E6.3,clec-166,WBGene00007765,WBGene00004024,WBGene00015332,WBGene00017751,,
T08E11.8,C48D5.3,WBGene00008155,WBGene00006844,WBGene00000627,WBGene00007919,,
E04F6.9,C06B8.2,WBGene00017485,WBGene00006740,WBGene00017699,WBGene00007422,,
M04F3.3,nhr-214,WBGene00003151,WBGene00009701,WBGene00013975,WBGene00018456,,
C31C9.6,pept-1,WBGene00022562,WBGene00015011,WBGene00001699,WBGene00003112,,
T08D2.2,Y39G8B.9,WBGene00023417,WBGene00009535,WBGene00017166,WBGene00015258,,
Y69H2.14,F14D7.6,WBGene00001455,WBGene00012138,WBGene00008477,WBGene00003474,,
Y110A2AL.2,ncx-6,WBGene00007365,WBGene00012916,WBGene00008492,WBGene00016360,,
srbc-39,srx-1,WBGene00007214,WBGene00015382,WBGene00016694,WBGene00003773,,
C17H1.7,pgp-12,WBGene00007614,WBGene00004416,WBGene00016187,WBGene00009981,,
Y57G11C.51,R09D1.5,WBGene00015549,WBGene00008069,WBGene00008388,WBGene00016663,,
Y54G2A.47,T22E5.3,WBGene00010109,WBGene00017216,WBGene00236809,WBGene00023432,,
gpd-3,tag-10,WBGene00009724,WBGene00010284,WBGene00007214,WBGene00008841,,
aakg-4,F23D12.3,WBGene00003589,WBGene00017642,WBGene00008333,WBGene00004092,,
Y61A9LA.12,C47A4.2,WBGene00011400,WBGene00017345,WBGene00009796,WBGene00017594,,
C54D10.14,acd-1,WBGene00008515,WBGene00005762,WBGene00011832,WBGene00006981,,
bath-26,C40H1.7,WBGene00011428,WBGene00003601,WBGene00010471,WBGene00021114,,
C31H5.1,F11E6.11,WBGene00010401,WBGene00010629,WBGene00003767,WBGene00018851,,
VH15N14R.1,srg-31,WBGene00006890,WBGene00019757,WBGene00016219,WBGene00016180,,
C46C2.7,clec-197,WBGene00004131,WBGene00015310,WBGene00009948,WBGene00003090,,
W02D7.5,dod-22,WBGene00011063,WBGene00012106,WBGene00021397,WBGene00003626,,
W01A11.1,clec-218,WBGene00017688,WBGene00012013,WBGene00000370,WBGene00021814,,
T05C1.5,F52E1.14,WBGene00000017,WBGene00018045,WBGene00020276,WBGene00011560,,
CE7X_3.2,lys-4,WBGene00011274,WBGene00020935,WBGene00005849,WBGene00015783,,
R09D1.6,ZK896.5,WBGene00011046,WBGene00017546,WBGene00013938,WBGene00003094,,
dhs-2,pho-13,WBGene00008588,WBGene00020054,WBGene00016789,WBGene00000391,,
C06C3.4,T19D12.3,WBGene00017743,WBGene00003518,WBGene00020973,WBGene00017379,,
F08H9.3,R07C12.4,WBGene00044472,WBGene00013566,WBGene00194674,WBGene00022254,,
M01G12.9,aat-4,WBGene00015393,WBGene00010353,WBGene00007854,WBGene00017948,,
fbxa-57,F55F3.4,WBGene00016349,WBGene00009207,WBGene00012400,WBGene00020897,,
M117.3,srg-27,WBGene00017124,WBGene00016387,WBGene00010071,WBGene00003986,,
T19C9.8,tag-38,WBGene00018257,WBGene00003934,WBGene00020386,WBGene00010723,,
ZK218.4,F59D6.3,WBGene00012812,WBGene00003095,WBGene00022383,WBGene00018435,,
Y73B3A.1,math-15,WBGene00001244,WBGene00008674,WBGene00019732,WBGene00010277,,
btb-16,F49C5.11,WBGene00001389,WBGene00021930,WBGene00006686,WBGene00044553,,
F10E7.2,clec-27,WBGene00018519,WBGene00019712,WBGene00016692,WBGene00011511,,
col-80,clec-32,WBGene00007302,WBGene00006856,WBGene00010524,WBGene00013608,,
ccch-3,str-148,WBGene00021403,WBGene00003009,WBGene00011935,WBGene00021028,,
cyp-32B1,F08G5.6,WBGene00009215,WBGene00008117,WBGene00017032,WBGene00022490,,
C04A11.5,clec-184,WBGene00002023,WBGene00019062,WBGene00008301,WBGene00013035,,
F54C8.1,C15C8.3,WBGene00010470,WBGene00010569,WBGene00018279,WBGene00015537,,
gpr-1,R11E3.2,WBGene00018207,WBGene00008768,WBGene00000829,WBGene00011128,,
col-124,clec-185,WBGene00014016,WBGene00001027,WBGene00010150,WBGene00017557,,
B0286.3,W04C9.6,WBGene00009421,WBGene00004110,WBGene00013484,WBGene00020426,,
F58F9.1,F19C7.6,WBGene00002116,WBGene00015469,WBGene00002267,WBGene00001123,,
math-27,C18H9.6,WBGene00004062,WBGene00012933,WBGene00044707,WBGene00021720,,
B0507.6,E02H4.7,WBGene00018521,WBGene00018964,WBGene00019730,WBGene00014098,,
ZC247.1,cdr-5,WBGene00021396,WBGene00017098,WBGene00010959,WBGene00009483,,
clec-61,F21D5.3,WBGene00013169,WBGene00018895,WBGene00020200,WBGene00011076,,
Y24D9B.1,W07B8.1,WBGene00000523,WBGene00015021,WBGene00015514,WBGene00016103,,
gcy-13,H20E11.3,WBGene00010399,WBGene00020348,WBGene00013698,WBGene00206354,,
F43G6.11,F23F12.13,WBGene00011397,WBGene00021354,WBGene00021136,WBGene00019103,,
hsp-12.3,T16G1.4,WBGene00022245,WBGene00014063,WBGene00010589,WBGene00018645,,
dhs-7,F14D2.17,WBGene00016666,WBGene00007609,WBGene00019597,WBGene00008233,,
gst-29,clec-7,WBGene00008389,WBGene00008528,WBGene00011276,WBGene00004991,,
C17E7.13,ZK1240.8,WBGene00000117,WBGene00010619,WBGene00021355,WBGene00016575,,
C13A2.12,clec-143,WBGene00019885,WBGene00012123,WBGene00020801,WBGene00016174,,
ZC15.1,hrg-4,WBGene00011010,WBGene00022031,WBGene00006416,WBGene00007957,,
H04D03.1,Y40B10B.1,WBGene00009091,WBGene00005662,WBGene00007890,WBGene00018907,,
2RSSE.2,F55F3.2,WBGene00007689,WBGene00018430,WBGene00001427,WBGene00010755,,
C45E5.3,pho-1,WBGene00021442,WBGene00017448,WBGene00017200,WBGene00020642,,
F14H8.4,clec-35,WBGene00009383,WBGene00010641,WBGene00007765,WBGene00012456,,
T23F4.3,F48C1.11,WBGene00008680,WBGene00011759,WBGene00005602,WBGene00007301,,
ebp-1,clec-24,WBGene00007453,WBGene00020156,WBGene00000698,WBGene00012107,,
wht-1,F32A5.3,WBGene00006965,WBGene00020982,WBGene00003252,WBGene00009638,,
rpl-7A,K10B2.2,WBGene00012005,WBGene00001102,WBGene00019941,WBGene00007008,,
W04B5.1,K08D10.10,WBGene00009804,WBGene00013336,WBGene00019521,WBGene00020341,,
Y39A3A.4,F31D5.5,WBGene00017537,WBGene00020223,WBGene00005764,WBGene00001765,,
ins-35,H20E11.2,WBGene00007296,WBGene00000409,WBGene00011419,WBGene00019668,,
dhs-9,C44C1.5,WBGene00017756,WBGene00008694,WBGene00012585,WBGene00010189,,
fipr-7,clec-28,WBGene00001702,WBGene00001860,WBGene00012525,WBGene00015631,,
Y73B3A.3,F19C7.5,WBGene00008707,WBGene00011375,WBGene00016014,WBGene00005607,,
K09H9.7,F49H6.5,WBGene00006504,WBGene00001785,WBGene00019407,WBGene00000283,,
B0507.8,B0207.1,WBGene00015716,WBGene00017499,WBGene00012162,WBGene00003402,,
clec-71,ZC239.22,WBGene00012514,WBGene00011929,WBGene00020933,WBGene00014091,,
C26D10.7,C04G6.5,WBGene00022500,WBGene00012213,WBGene00000719,WBGene00015778,,
glb-5,dod-23,WBGene00020301,WBGene00015233,WBGene00015583,WBGene00008659,,
F11E6.4,zig-2,WBGene00020567,WBGene00012947,WBGene00017301,WBGene00003670,,
C54D10.10,srt-47,WBGene00009892,WBGene00008084,WBGene00001651,WBGene00003162,,
col-166,R193.2,WBGene00015040,WBGene00044636,WBGene00002118,WBGene00019906,,
rmd-5,K10D11.2,WBGene00011244,WBGene00005002,WBGene00008542,WBGene00017726,,
T03F6.3,Y32B12C.1,WBGene00013477,WBGene00006607,WBGene00010440,WBGene00018253,,
K04F10.1,C24G7.1,WBGene00007474,WBGene00021660,WBGene00012382,WBGene00023493,,
gst-10,C32H11.4,WBGene00018262,WBGene00009069,WBGene00012139,WBGene00017163,,
ttr-5,F49H6.13,WBGene00001756,WBGene00011366,WBGene00011323,WBGene00015999,,
T28F4.5,K10D11.5,WBGene00018522,WBGene00004337,WBGene00003943,WBGene00021602,,
catp-3,pcp-2,WBGene00009419,WBGene00009477,WBGene00014698,WBGene00008359,,
ZC410.5,clec-43,WBGene00008506,WBGene00007545,WBGene00010407,WBGene00013874,,
M70.5,W03D8.8,WBGene00004810,WBGene00013652,WBGene00009226,WBGene00018696,,
F26G1.10,ZC416.6,WBGene00019006,WBGene00012824,WBGene00003786,WBGene00008915,,
Y8A9A.2,nas-3,WBGene00011884,WBGene00016450,WBGene00018395,WBGene00011853,,
C27F2.7,fbxa-192,WBGene00018380,WBGene00009128,WBGene00012252,WBGene00045415,,
gst-3,thn-2,WBGene00020604,WBGene00007087,WBGene00016119,WBGene00020837,,
B0284.2,tig-3,WBGene00017539,WBGene00017680,WBGene00008757,WBGene00022813,,
taf-7.1,F07E5.9,WBGene00004809,WBGene00001005,WBGene00009839,WBGene00018789,,
C55A6.3,F55E10.2,WBGene00010901,WBGene00001393,WBGene00023485,WBGene00002271,,
kgb-2,C17H12.3,WBGene00002163,WBGene00019902,WBGene00019001,WBGene00007455,,
bath-29,clec-41,WBGene00017329,WBGene00016607,WBGene00008446,WBGene00013670,,
K07C11.3,cpr-1,WBGene00010597,WBGene00007043,WBGene00018113,WBGene00019461,,
F38E9.6,cpar-1,WBGene00016923,WBGene00017829,WBGene00010501,WBGene00001766,,
Y48G1A.2,F19C7.2,WBGene00007472,WBGene00017799,WBGene00017243,WBGene00007672,,
F43H9.4,R07C12.1,WBGene00000073,WBGene00018930,WBGene00008818,WBGene00007480,,
F09F7.6,crn-6,WBGene00012564,WBGene00005826,WBGene00008988,WBGene00012786,,
col-10,fpn-1.2,WBGene00014150,WBGene00044332,WBGene00004227,WBGene00012023,,
Y48G1BM.9,math-14,WBGene00007650,WBGene00017105,WBGene00000681,WBGene00007112,,
ttr-25,pho-11,WBGene00003097,WBGene00008664,WBGene00009213,WBGene00018036,,
F57H12.5,clec-4,WBGene00018280,WBGene00006933,WBGene00011416,WBGene00016023,,
C55A6.7,B0244.7,WBGene00006416,WBGene00017300,WBGene00010628,WBGene00000834,,
dop-6,oac-53,WBGene00000686,WBGene00010328,WBGene00003688,WBGene00007817,,
K09C4.5,F28H6.8,WBGene00000789,WBGene00008924,WBGene00011228,WBGene00016664,,
C06C3.9,clec-10,WBGene00008654,WBGene00021766,WBGene00016894,WBGene00001399,,
ZC116.5,cpr-4,WBGene00008333,WBGene00020919,WBGene00018213,WBGene00000298,,
gpr-2,R07C12.3,WBGene00010681,WBGene00009980,WBGene00016396,WBGene00023415,,
C03G6.5,F28H7.3,WBGene00018218,WBGene00009925,WBGene00011018,WBGene00020471,,
ins-26,clec-31,WBGene00011251,WBGene00008781,WBGene00006191,WBGene00016879,,
EEED8.2,nhx-6,WBGene00018601,WBGene00009239,WBGene00021156,WBGene00010722,,
Y38F1A.1,F21F8.2,WBGene00010661,WBGene00001877,WBGene00010320,WBGene00015371,,
M02E1.3,C08B6.14,WBGene00002093,WBGene00044315,WBGene00271414,WBGene00016845,,
nspc-14,Y37D8A.3,WBGene00018466,WBGene00020383,WBGene00022496,WBGene00015139,,
W10C8.5,aat-7,WBGene00002891,WBGene00010850,WBGene00008743,WBGene00021256,,
Y20C6A.1,Y105C5B.15,WBGene00002268,WBGene00001523,WBGene00007499,WBGene00019779,,
ZK666.15,srh-234,WBGene00045297,WBGene00013608,WBGene00008897,WBGene00016630,,
sams-3,F40H6.1,WBGene00005189,WBGene00004013,WBGene00002192,WBGene00008099,,
W09G3.7,cpr-5,WBGene00008905,WBGene00011230,WBGene00001387,WBGene00022263,,
Y73B3A.10,ilys-5,WBGene00019961,WBGene00002071,WBGene00009586,WBGene00010480,,
K02E7.6,B0563.9,WBGene00001572,WBGene00023423,WBGene00007036,WBGene00012530,,
Y41E3.6,clec-33,WBGene00022847,WBGene00013038,WBGene00044078,WBGene00005184,,
C33E10.8,ZK418.2,WBGene00009340,WBGene00016282,WBGene00015040,WBGene00011162,,
F14D2.15,clec-170,WBGene00021263,WBGene00007683,WBGene00007660,WBGene00004402,,
C08E8.4,F18A12.4,WBGene00001240,WBGene00000854,WBGene00001157,WBGene00017376,,
fbxa-189,clec-22,WBGene00008739,WBGene00018978,WBGene00022544,WBGene00018184,,
ZK185.5,srbc-2,WBGene00011159,WBGene00016261,WBGene00008849,WBGene00013920,,
cyp-37B1,,WBGene00008975,WBGene00019089,WBGene00009433,WBGene00021565,,
cyp-31A3,,WBGene00004130,WBGene00021742,WBGene00022547,WBGene00010124,,
R09H10.7,,WBGene00001674,WBGene00008277,WBGene00015277,WBGene00007220,,
F54C9.14,,WBGene00017126,WBGene00015557,WBGene00002263,WBGene00013996,,
T25E4.2,,WBGene00009532,WBGene00016508,WBGene00019639,WBGene00005040,,
his-4,,WBGene00012434,WBGene00022188,WBGene00014232,WBGene00000190,,
ZK938.1,,WBGene00001793,WBGene00045457,WBGene00000715,WBGene00001556,,
btb-4,,WBGene00010593,WBGene00012342,WBGene00017823,WBGene00004801,,
K06A4.4,,WBGene00020343,WBGene00012234,WBGene00010877,WBGene00012308,,
hlh-13,,WBGene00015436,WBGene00019460,WBGene00000017,WBGene00018565,,
nas-30,,WBGene00007969,WBGene00010104,WBGene00017257,WBGene00001149,,
F54H5.2,,WBGene00020869,WBGene00007647,WBGene00011692,WBGene00003485,,
ttr-15,,WBGene00015077,WBGene00015461,WBGene00077701,WBGene00008615,,
Y2H9A.4,,WBGene00001686,WBGene00003843,WBGene00002089,WBGene00015864,,
dhs-30,,WBGene00015600,WBGene00016418,WBGene00010035,WBGene00018765,,
T19D12.2,,WBGene00002265,WBGene00011076,WBGene00016865,WBGene00022233,,
rpl-2,,WBGene00016957,WBGene00013931,WBGene00008252,WBGene00009288,,
flp-14,,WBGene00013896,WBGene00000182,WBGene00001702,WBGene00007317,,
F36H9.4,,WBGene00007930,WBGene00020445,WBGene00011887,WBGene00044360,,
F22D6.8,,WBGene00000673,WBGene00017679,WBGene00001545,WBGene00012819,,
oac-51,,WBGene00009723,WBGene00020669,WBGene00012886,WBGene00010724,,
C10G8.8,,WBGene00007071,WBGene00003418,WBGene00005642,WBGene00000960,,
Y39H10B.2,,WBGene00008492,WBGene00006997,WBGene00021379,WBGene00017901,,
F08C6.5,,WBGene00013884,WBGene00021132,WBGene00008833,WBGene00015626,,
