Strain,day,replicate,pass,volume,length,middleWidth,meanWidth,surfaceArea,,,,,,,,,,
daf-2,1,7,FALSE,48.99859398,67.15504362,0,18.86918998,7244.944909,,,,,,,,,,
daf-2,1,7,TRUE,808.3917849,611.9794431,45.07847935,37.39453204,75430.27277,,,,,,,,,,
daf-2,1,7,TRUE,631.5305162,607.4290128,41.93472916,33.36498255,64792.70586,,,,,,,,,,
daf-2,1,7,TRUE,688.3584117,599.124669,41.93472916,35.34485938,67883.71903,,,,,,,,,,
daf-2,1,7,TRUE,682.3188961,606.6706078,44.20308574,35.52414074,68148.41084,,,,,,,,,,
daf-2,1,7,FALSE,19.3013373,79.12129094,27.95648611,11.93117675,4176.925914,,,,,,,,,,
daf-2,1,7,TRUE,536.6462864,587.1584217,44.20308574,31.05780634,59059.61139,,,,,,,,,,
daf-2,1,7,TRUE,661.7064172,651.1878352,41.93472916,32.48879336,68414.49266,,,,,,,,,,
daf-2,1,7,FALSE,2.664011004,55.410928,0,4.659414352,1190.827274,,,,,,,,,,
daf-2,1,7,TRUE,894.6291954,659.9364423,50.01008268,38.0953534,80629.8837,,,,,,,,,,
daf-2,1,7,FALSE,230.529395,451.1093927,39.53644181,21.8021005,32344.99716,,,,,,,,,,
daf-2,1,7,FALSE,5.777449594,48.40126262,0,7.513079892,1820.293474,,,,,,,,,,
daf-2,1,7,FALSE,470.7359272,498.1239669,36.4507983,32.35861599,52074.49514,,,,,,,,,,
daf-2,1,7,FALSE,37.81645977,146.720598,22.53923967,13.5235438,7616.733664,,,,,,,,,,
daf-2,1,7,FALSE,147.6597998,292.7748008,31.25630168,19.62017774,20031.73976,,,,,,,,,,
daf-2,1,7,FALSE,133.3964789,392.4808245,18.75378101,18.28498929,23851.9985,,,,,,,,,,
daf-2,1,7,FALSE,340.8148869,259.151274,45.07847935,32.83214569,31265.13288,,,,,,,,,,
daf-2,1,7,TRUE,840.9142166,592.559267,47.60818034,38.53873942,74794.22167,,,,,,,,,,
daf-2,1,7,TRUE,769.4793979,605.2839194,47.60818034,37.44749688,73199.89238,,,,,,,,,,
daf-2,1,7,TRUE,628.207455,617.3421767,40.02759657,32.4443366,66272.67252,,,,,,,,,,
daf-2,1,7,FALSE,7.953637464,84.07787287,6.251260335,6.50487031,2475.885556,,,,,,,,,,
daf-2,1,7,TRUE,769.6050292,632.6561858,44.20308574,36.20019183,73910.88064,,,,,,,,,,
daf-2,1,7,TRUE,655.0021355,592.3371353,43.75882235,34.32195454,66344.6345,,,,,,,,,,
daf-2,1,7,FALSE,517.2810235,525.1439799,38.02493213,32.25042194,55203.43962,,,,,,,,,,
daf-2,1,7,TRUE,703.7941829,590.8203252,53.77537473,34.85599598,67441.30123,,,,,,,,,,
daf-2,1,7,FALSE,168.971223,201.2429992,33.66406716,26.5961084,19619.39683,,,,,,,,,,
daf-2,1,7,FALSE,24.59465886,107.7882358,25.00504134,12.50252067,5564.959498,,,,,,,,,,
daf-2,1,7,FALSE,95.74016822,102.2953805,51.54921331,23.93807476,10831.91932,,,,,,,,,,
daf-2,1,7,FALSE,8.716645488,70.28067379,0,7.513079892,2453.861163,,,,,,,,,,
daf-2,1,7,TRUE,826.9305215,666.2797126,45.50986219,35.43509235,76941.50535,,,,,,,,,,
daf-2,1,7,TRUE,746.08378,669.0912011,48.82390401,34.30905374,73813.25103,,,,,,,,,,
daf-2,1,7,FALSE,315.1531604,495.3124784,25.77460666,25.88171861,40826.81275,,,,,,,,,,
daf-2,1,7,FALSE,438.1406192,515.2689278,38.02493213,30.19373821,49737.42203,,,,,,,,,,
daf-2,1,7,TRUE,654.2621925,595.4627655,41.93472916,34.93182942,66683.63499,,,,,,,,,,
daf-2,1,7,TRUE,679.5118848,639.2215878,45.07847935,34.34020969,69165.80487,,,,,,,,,,
daf-2,1,7,FALSE,59.51906524,133.0154088,25.77460666,17.01585387,8860.714942,,,,,,,,,,
daf-2,1,7,TRUE,657.005336,610.6466529,47.60818034,34.00413037,67203.04635,,,,,,,,,,
daf-2,1,7,FALSE,295.6219931,448.1138842,36.4507983,24.22820046,37869.53247,,,,,,,,,,
daf-2,1,7,FALSE,384.4908782,500.2690603,41.93472916,27.42629657,46199.82681,,,,,,,,,,
daf-2,1,7,TRUE,364.7492417,576.7089845,33.66406716,26.27925875,48013.09035,,,,,,,,,,
daf-2,1,7,FALSE,95.40234116,245.1319433,25.00504134,17.81732085,15294.0815,,,,,,,,,,
daf-2,1,7,TRUE,485.0562282,608.8157012,31.87529843,28.79238725,57275.23738,,,,,,,,,,
daf-2,1,7,TRUE,384.9100523,567.4241039,25.77460666,27.26554262,49265.81085,,,,,,,,,,
daf-2,1,7,TRUE,807.6958434,618.1005817,45.50986219,37.8542936,75012.84326,,,,,,,,,,
daf-2,1,7,TRUE,771.3849161,592.4291453,48.82390401,37.36516003,71956.09871,,,,,,,,,,
daf-2,1,7,TRUE,852.9475098,579.2063313,53.04370289,39.38071598,76182.99842,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,4531.357165,1197.600511,110.5960852,53.10380484,282787.6592,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1159.8072,877.121734,50.01008268,36.38970997,103487.4718,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1442.017867,798.092453,67.32813431,44.2908989,111365.7979,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1737.665886,729.3285893,75.01512402,51.18437461,118788.6741,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,159.327507,214.9481883,36.4507983,24.59203097,18934.73947,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1138.651516,679.3566184,61.56777412,42.23372125,91895.03072,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,16.17727973,101.5369755,19.76822091,9.884110453,4027.514039,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,698.3731257,479.2781759,50.01008268,37.25284763,59566.9177,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,30.28729727,149.9382381,18.75378101,11.79879058,7014.976226,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,5009.979673,851.2046461,88.40617148,76.87987136,217427.0985,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2777.08469,869.4837853,71.2753341,61.35043105,167561.4722,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2376.93785,842.1115189,79.07288362,57.2871777,149220.0974,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2322.372784,838.4496153,63.75059687,55.62373369,148981.6913,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2520.909949,873.3678205,75.53426602,57.90043753,160471.8028,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2636.132971,813.2224423,76.30635695,61.79357966,156031.9975,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2376.432596,823.5417578,69.04742721,56.50720859,151421.4347,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,311.3040958,372.0976796,47.60818034,28.24995774,34464.08222,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,71.32000132,339.881385,18.75378101,14.52072761,16488.11991,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,933.3589766,758.6238175,51.54921331,36.82637574,89908.64712,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1668.227395,766.9662731,71.2753341,48.25551367,120030.7389,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1837.169304,827.1116513,69.89121527,50.10901204,129787.2319,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1361.51947,707.0430266,58.97427205,45.25867689,105502.3992,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1982.490567,833.4930334,71.2753341,51.69323678,137295.5967,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2171.69799,889.1055492,67.61771902,51.68570942,145239.2289,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,18.29118936,68.44972203,0,11.22135572,3720.349137,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1469.010376,457.8049164,71.2753341,57.68505383,87251.86357,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,35.05536744,110.063451,27.95648611,13.97824305,6244.596334,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1163.969935,803.3092784,48.82390401,40.61133374,103330.2651,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,80.40838975,112.4306761,25.00504134,20.39176382,10597.77067,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1878.872682,622.5003464,67.61771902,55.99773704,117083.6609,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1580.696666,838.0973619,67.32813431,46.04160084,122422.2056,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1112.706291,787.2368642,50.01008268,39.74986005,98913.14012,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,863.3105517,517.3220113,50.39927207,41.84348292,69960.29054,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1290.35625,834.7496,62.51260335,40.95797701,108044.1136,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2053.112607,862.2519882,69.89121527,52.5712151,141690.6585,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2060.327827,864.08294,62.51260335,52.08470336,141267.2997,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,5.784616602,65.10196016,0,6.251260335,1931.401861,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,6.388893362,52.82157119,0,7.513079892,1939.205643,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,32.4499291,96.58039354,31.25630168,14.25772708,5733.450105,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,4409.359845,1579.836462,87.06998117,55.5381365,270432.8214,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1220.172191,785.3678007,56.26134302,42.08293007,104027.7066,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1236.460594,737.5409232,53.41079172,42.6292318,101500.5028,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,27.24852324,96.04412018,25.77460666,12.88730333,5213.82387,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,36.31818091,94.97157347,19.76822091,14.0547548,6038.738552,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,335.5814194,227.450709,53.41079172,35.21214403,29783.82275,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,245.2170561,102.2953805,71.2753341,38.19544923,19754.31468,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,808.175344,714.6809753,50.39927207,35.44219434,80251.03464,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2139.478416,810.4109538,77.32381997,54.60527425,139855.4518,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1709.598541,792.5075878,71.2753341,49.23503858,122454.1172,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,24.61295979,104.5705957,27.95648611,11.4094301,5173.935988,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,29.7340611,84.83627792,19.76822091,13.35807202,5220.627236,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,48.47711409,93.67689507,12.50252067,15.02767525,7135.073887,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1428.719294,751.468244,57.63377257,46.14315493,109955.9418,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,134.277127,222.1799854,40.02759657,21.8622751,17962.53442,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2165.087341,815.8117991,76.30635695,54.91830994,141143.6048,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,28.14616513,89.25658649,27.95648611,13.43277319,5222.92216,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2335.359163,885.7783312,66.45180888,54.93319687,151704.3099,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2041.048632,886.9428879,61.56777412,50.85450857,143753.7177,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,17.62627452,92.38221666,22.53923967,10.57686515,4010.841615,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1995.89181,804.6959668,67.61771902,51.36108013,134619.29,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,48.15882713,93.89902676,35.36246859,16.65469257,7357.544616,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1926.886932,768.7972249,64.36066433,53.4586521,131471.6258,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,838.9036733,748.396512,48.82390401,33.24353582,81611.06631,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1801.226934,849.9715993,67.61771902,47.17900764,129193.2818,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,909.3758119,789.7342111,53.77537473,36.43955002,89122.9501,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,443.0931759,740.9267968,13.97824305,24.57592214,58659.17645,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,6.503445589,52.28529784,0,7.513079892,1939.457013,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1822.781214,873.2376988,57.63377257,48.94270843,134583.0668,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,766.1169174,731.9179462,41.93472916,33.93229646,79198.75326,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2175.064583,800.2756582,76.30635695,55.69731972,140843.8169,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1133.818849,715.3092586,45.50986219,41.8156534,96179.94477,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1740.36069,849.4353259,57.63377257,46.32224836,126376.9229,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,169.6307601,340.1749828,25.77460666,22.07209586,25683.48005,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,548.4831047,605.9122027,48.82390401,31.13319429,60167.32096,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,0.665411208,68.67185373,0,2.083753445,641.6990104,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1079.142384,770.314035,56.26134302,39.18345031,95853.82563,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,2.441057686,50.99061943,0,4.659414352,1106.098482,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1620.696151,779.0245304,64.36066433,47.86439678,117084.9458,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,425.7935463,285.320872,57.63377257,37.79710331,38568.0553,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2223.687354,812.8701889,79.07288362,55.65081975,141982.1447,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,10.81722201,67.69131698,0,8.591535552,2725.789813,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,123.6378983,146.8126079,31.25630168,22.53242437,14454.76228,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,133.7852965,152.2134532,50.39927207,25.19961368,14884.05831,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1472.848099,853.4113711,39.53644181,42.70779685,117861.8653,,,,,,,,,,302
daf-16; daf-2,1,7,FALSE,790.2715235,470.1773153,38.02493213,41.13133231,64272.71061,,,,,,,,,,360
daf-16; daf-2,1,7,FALSE,7.401568352,59.83123658,0,7.513079892,2136.512564,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2136.542749,864.6192133,62.51260335,52.25815676,144918.0049,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,5.575548324,77.06820748,12.50252067,6.251260335,2107.646495,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1675.76477,750.0434438,65.26507397,50.80278726,120597.5603,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1788.350669,844.386734,62.51260335,48.14073667,129486.3336,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2056.280547,867.6147218,76.30635695,50.41847271,139459.2416,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,512.0170746,578.7620679,37.50756201,30.8129479,57493.66855,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,16.39059015,102.2953805,12.50252067,9.569281831,3980.943056,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,4365.347895,1587.420512,25.00504134,57.95693117,282687.4749,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2159.294379,858.5900847,63.75059687,53.54205412,146399.6291,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1243.496511,819.3435809,57.63377257,41.73374112,107281.5074,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,848.4898294,577.2452578,41.93472916,39.47345567,73223.39675,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1019.836126,738.1692065,50.01008268,39.77870459,91059.83714,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,735.0067937,778.1741154,45.07847935,31.98500649,78696.32175,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1481.520399,1007.971506,31.87529843,39.71205762,125335.5994,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,128.9688154,299.7844662,26.52185144,19.19501938,20563.16002,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1305.339089,790.8067578,55.91297222,42.51996488,108372.6769,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,2243.774688,1267.93984,37.50756201,44.13904363,183292.677,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,923.6657734,680.5211751,48.82390401,38.8900836,84276.31789,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,12.38955757,73.18417226,18.75378101,9.376890503,3197.86561,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,8.649283744,69.52226874,8.840617148,7.152209513,2551.059052,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,609.1298527,659.4921789,53.04370289,31.23146499,66424.32096,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,34.73809349,120.2907565,18.75378101,13.75277274,6814.510912,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,90.87119512,158.5567235,38.02493213,20.9237628,12468.117,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,748.3833569,775.4927486,38.02493213,32.591697,80432.31335,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1748.02864,677.5256667,83.40221537,53.68486248,117038.313,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,15.55265107,67.15504362,0,10.62509948,3334.366317,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,383.04186,332.8717196,19.76822091,31.64330708,38571.0214,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,889.2631778,788.7536743,41.93472916,34.72751095,88267.24221,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,3491.513388,1269.671049,44.20308574,55.97303383,224307.5589,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1700.772405,753.0770641,69.89121527,48.49423495,118762.4259,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,0.89802373,46.57031086,0,2.946872383,632.5781815,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1181.974625,748.8788872,41.93472916,42.04517648,99659.9052,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,60.70915128,89.57072815,25.00504134,18.75378101,8185.904567,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2357.759513,881.0057692,62.82438884,55.35641251,153658.1273,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2779.313154,869.2616536,67.32813431,61.34303928,165455.876,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2597.936856,853.6335028,75.27514256,58.41924254,159759.3815,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,3015.346026,918.8274729,76.30635695,61.09206427,176342.3533,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,26.51069758,98.09720364,22.53923967,12.62393145,5110.178829,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,57.05637316,119.7544831,31.87529843,17.9050407,8697.419627,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1754.216696,824.2081529,62.51260335,47.69731511,125656.4999,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1385.732753,742.4975051,56.26134302,45.75814535,108185.8295,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1645.086621,798.9809798,61.56777412,47.82519266,121381.1848,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,213.4619239,130.8703154,40.02759657,32.05095604,18989.64699,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,241.543377,217.3154134,33.66406716,30.86393743,24026.09935,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,3088.542088,957.4251495,156.2815084,60.07605438,200074.651,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2263.871358,870.2421904,64.36066433,53.8397316,148926.6359,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,6.003863816,47.86498926,0,7.513079892,1877.98869,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,59.17605102,193.1607871,18.75378101,15.29157014,10999.97909,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,10.55093153,43.22254899,0,10.41876723,2637.787595,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,570.3627115,246.8327733,62.82438884,43.42036311,42005.52293,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,292.4539908,155.1169517,63.75059687,37.54417814,24310.91704,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,27.06558439,70.50280549,0,13.34253219,4787.730409,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,2146.723265,582.5159814,75.27514256,64.52989125,125431.4986,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1870.577157,650.7435718,65.26507397,57.37862003,121989.4733,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,14.87970882,62.95686675,0,10.41876723,3257.1666,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2428.03041,864.7493351,76.30635695,56.28948796,153721.0134,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,14.37605825,76.75406582,0,9.318828703,3320.9338,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,15463.8037,529.1581369,194.4935773,149.4935498,374283.9771,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,617.7973498,204.3686293,77.32381997,51.71311778,39140.56538,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2243.529193,799.7012731,72.90159659,55.42510874,143993.2062,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2564.517702,832.198355,76.30635695,59.2867211,156605.3454,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2910.714473,877.6961191,76.30635695,61.43887735,171424.614,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,189.212367,216.3348767,37.50756201,26.58262295,21528.41708,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2080.136282,820.5462493,62.51260335,54.06023561,139672.1868,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2392.714853,836.8946935,69.89121527,57.40230503,150331.7361,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1584.545427,581.3514248,62.82438884,55.30690229,104733.0376,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2108.391965,855.3724446,67.32813431,52.24828175,142172.0529,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2231.513411,846.4017057,62.51260335,55.58483363,147920.9588,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,991.6462684,556.844545,55.91297222,42.90193557,79943.78224,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2295.843788,868.5032486,69.89121527,54.16967126,152926.9457,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2697.920311,861.0493198,77.32381997,59.84692508,163859.9093,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,105.6304353,93.99103672,31.25630168,24.42702764,11850.21176,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1928.93876,833.4010234,64.36066433,51.61552724,136042.4323,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,45.34677093,145.2037879,27.95648611,15.11975926,8529.767709,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1514.254207,569.7913291,75.53426602,48.75533032,95120.87623,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2537.799902,875.8270556,69.04742721,57.71582417,158542.2601,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2008.495871,792.1934461,69.89121527,54.18292533,134883.5214,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2052.072977,754.4637524,65.26507397,55.90852354,133469.8041,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1702.096726,857.8316797,65.26507397,47.27890365,126829.0483,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,4.555161761,59.83123658,0,5.893744765,1637.189052,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,862.1964751,708.1155733,53.04370289,35.77078401,82455.49463,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,57.10909002,164.4018323,26.52185144,15.68992841,10428.40961,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2135.55657,843.4982072,77.32381997,52.0705799,142558.7466,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2459.68594,866.2280334,63.75059687,56.90997684,156251.5352,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2754.153364,874.2182355,76.30635695,58.67977912,166844.0175,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2586.113157,850.5078726,63.75059687,58.09712509,158475.3757,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,3345.457942,919.9381314,95.6258953,64.60759668,184214.635,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,18247.56923,1898.573321,68.76386369,92.96407409,1003783.305,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,7526.365043,2016.591838,86.84528407,66.77625624,433396.672,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1960.907922,760.8451345,70.72493718,52.8385263,130369.6457,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,451.6493183,243.3930015,62.51260335,39.99716172,34916.97896,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1954.125145,798.2225748,69.89121527,51.51362173,131491.4253,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1766.411757,694.7626376,66.45180888,53.4723046,118477.0476,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2382.576005,902.0347654,69.04742721,55.84963634,156416.7019,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,1639.549832,832.6965166,67.32813431,46.53971559,124239.8749,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,102725.1294,1471.473841,375.2839376,279.6265048,1371988.358,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,3250.425387,882.1164277,79.56555433,63.95876187,182178.31,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,215.3127914,109.8413193,63.75059687,35.81008141,19136.74454,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,10.55093153,43.22254899,0,10.41876723,2637.787595,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,3405.585492,770.8503083,82.22249236,69.83868867,174071.0149,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,732.689134,277.7749333,71.2753341,49.17408352,51476.24207,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2879.476029,842.2035288,69.89121527,63.00715992,169430.7527,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2477.881291,791.9713144,63.75059687,60.75555294,150153.8991,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,5855.818386,1542.844629,71.2753341,68.0098007,321655.7912,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,635.4653625,196.9528123,67.61771902,45.91579246,40215.77864,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,813.5670667,137.4357174,126.5783744,66.08630723,44520.08087,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,52.21554262,81.1743744,26.52185144,17.6812343,7297.458696,,,,,,,,,,
daf-16; daf-2,1,7,FALSE,1050.315489,546.5252295,67.32813431,46.19990211,80947.06848,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2671.738438,828.5903497,67.61771902,61.57250842,159768.7895,,,,,,,,,,
daf-16; daf-2,1,7,TRUE,2197.845714,823.4497478,70.72493718,54.73319558,143831.5932,,,,,,,,,,
